"","x.1","x.2","classes"
"1",0.623881984455073,-0.989937368407846,"1"
"2",1.12433260709725,-1.36043890267611,"1"
"3",-0.257919062387711,-1.51382889226079,"1"
"4",0.441307725517796,-1.63273141682148,"1"
"5",0.421510996942439,-0.954100043699145,"1"
"6",-0.225413265617639,-0.990180753916502,"1"
"7",1.12314393417285,-0.962968825548887,"1"
"8",-0.787049519423636,-1.22040756121278,"1"
"9",-0.539486215905026,-1.73079458214343,"1"
"10",-0.881231857873677,-0.917355807870627,"1"
"11",-0.170921519741924,-1.72891496270895,"1"
"12",-1.1923325416583,-1.51626433618367,"1"
"13",0.378861879508868,-1.73310892321169,"1"
"14",-0.546413581330927,-1.66271083541214,"1"
"15",0.171568579754303,-1.51328648552299,"1"
"16",0.0880457545908688,-1.84033926650882,"1"
"17",0.41412201297888,-0.809887758642435,"1"
"18",-0.899643018517839,-1.48386264778674,"1"
"19",0.426092939793755,-1.14216623306274,"1"
"20",-0.118872671804978,-1.75426848456264,"1"
"21",-0.731087192577727,-0.759206107258797,"1"
"22",-0.719807715267081,-1.30835690833628,"1"
"23",-0.102351639130378,-1.67323451042175,"1"
"24",0.34179588051432,-0.955896178260446,"1"
"25",-0.576524935317377,-0.6555599283427,"1"
"26",-0.19237582060576,-1.72288820780814,"1"
"27",0.014705919988004,-1.85765995793045,"1"
"28",0.313134831080904,-1.15419034287333,"1"
"29",-1.2157650157487,-0.902209697663784,"1"
"30",-1.13097995296401,-0.834941193833947,"1"
"31",0.0967791872999282,-1.46775076054037,"1"
"32",0.923621798516641,-0.754855524003506,"1"
"33",0.140075456867177,-1.33947958126664,"1"
"34",-1.35974989364644,-1.27680984064937,"1"
"35",0.0452292105866927,-1.45895561203361,"1"
"36",0.811251752610826,-1.63588305339217,"1"
"37",0.597563374033852,-0.880752264335751,"1"
"38",-0.573026972127787,-1.72199741713703,"1"
"39",-0.00247739541945702,-1.39780741035938,"1"
"40",-0.859721620567134,-1.06462173312902,"1"
"41",0.823666798808775,-1.360005120188,"1"
"42",-1.23772724037584,-1.43142416141927,"1"
"43",1.03518902026632,-1.36563913337886,"1"
"44",-0.525629101576767,-1.58082128837705,"1"
